
Predictions were generated on 26-Mar-2019 at 06:11:00 using FAST (v8.16.00a-bjj, 27-Jul-2016), compiled as a 64-bit application using double precision
 linked with  NWTC Subroutine Library (v2.09.00, 23-Jul-2016); ElastoDyn (v1.04.00a-bjj, 26-Jul-2016); OpenFOAM Integration (v1.00.00a-bjj, 11-Aug-2015); AeroDyn (v15.03.00, 27-Jul-2016); HydroDyn (v2.05.01, 27-Jul-2016)

Description from the FAST input file: FAST Certification Test #01: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	OoPDefl1  	IPDefl1   	TwstDefl1 	BldPitch1 	Azimuth   	RotSpeed  	RotTorq   	GenSpeed  	TTDspFA   	TTDspSS   	TTDspTwst 	Spn2MLxb1 	Spn2MLyb1 	RootFxb1  	RootFyb1  	RootFzb1  	RootMxb1  	RootMyb1  	RootMzb1  	LSSGagMya 	LSSGagMza 	YawBrFxp  	YawBrFyp  	YawBrFzp  	YawBrMxp  	YawBrMyp  	YawBrMzp  	TwrBsFxt  	TwrBsFyt  	TwrBsFzt  	TwrBsMxt  	TwrBsMyt  	TwrBsMzt  	Wave1Elev 	HydroFxi  	HydroFyi  	HydroFzi  	HydroMxi  	HydroMyi  	HydroMzi  
(s)       	(m/s)     	(m/s)     	(m/s)     	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(rpm)     	(kN·m)    	(rpm)     	(m)       	(m)       	(deg)     	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(m)       	(N)       	(N)       	(N)       	(N·m)     	(N·m)     	(N·m)     
    1.2800	 8.502E+00	 1.867E-02	 8.314E-03	 3.496E+00	-7.718E-01	 0.000E+00	 0.000E+00	 7.031E+01	 9.155E+00	 3.269E+03	 8.881E+02	 4.108E-01	-5.083E-02	 0.000E+00	 4.274E+02	 1.716E+03	 1.924E+02	-1.827E+02	 2.962E+02	 3.988E+03	 6.566E+03	-2.364E+01	-3.870E+02	 2.285E+03	 7.335E+02	-2.161E+01	-3.479E+03	 3.317E+03	 2.644E+02	-1.451E-13	 8.009E+02	-2.041E+01	-6.892E+03	 5.467E+03	 6.961E+04	 4.394E+00	-2.229E+00	 2.778E+06	-6.072E-13	 4.647E+07	 1.119E-11	 4.090E+07	-1.331E-10
    1.2900	 8.512E+00	 1.899E-02	 1.021E-02	 3.501E+00	-7.748E-01	 0.000E+00	 0.000E+00	 7.086E+01	 9.155E+00	 3.213E+03	 8.881E+02	 4.148E-01	-5.167E-02	 0.000E+00	 4.299E+02	 1.718E+03	 1.951E+02	-1.839E+02	 2.980E+02	 4.012E+03	 6.607E+03	-3.332E+01	-3.348E+02	 2.207E+03	 7.384E+02	-2.313E+01	-3.479E+03	 3.264E+03	 3.599E+02	 1.719E-13	 8.079E+02	-2.433E+01	-6.892E+03	 5.680E+03	 7.025E+04	 4.433E+00	-2.257E+00	 2.858E+06	-9.541E-13	 4.647E+07	-1.112E-11	 3.980E+07	 8.886E-11
    1.3000	 8.512E+00	 1.899E-02	 1.021E-02	 3.509E+00	-7.782E-01	 0.000E+00	 0.000E+00	 7.141E+01	 9.155E+00	 3.140E+03	 8.881E+02	 4.187E-01	-5.248E-02	 0.000E+00	 4.333E+02	 1.724E+03	 1.933E+02	-1.841E+02	 2.993E+02	 4.025E+03	 6.595E+03	-5.081E+01	-2.762E+02	 2.233E+03	 7.461E+02	-2.505E+01	-3.478E+03	 3.195E+03	 3.713E+02	 8.266E-14	 8.118E+02	-2.806E+01	-6.892E+03	 5.890E+03	 7.081E+04	 4.444E+00	-2.286E+00	 2.939E+06	-1.041E-12	 4.647E+07	-1.104E-11	 3.870E+07	 1.775E-10
    1.3100	 8.512E+00	 1.899E-02	 1.021E-02	 3.517E+00	-7.819E-01	 0.000E+00	 0.000E+00	 7.196E+01	 9.155E+00	 3.107E+03	 8.881E+02	 4.225E-01	-5.327E-02	 0.000E+00	 4.361E+02	 1.723E+03	 1.990E+02	-1.859E+02	 3.007E+02	 4.060E+03	 6.679E+03	 3.954E-01	-2.486E+02	 2.239E+03	 7.547E+02	-2.511E+01	-3.479E+03	 3.162E+03	 3.887E+02	-1.115E-13	 8.165E+02	-3.319E+01	-6.893E+03	 6.126E+03	 7.138E+04	 4.492E+00	-2.315E+00	 3.019E+06	-6.939E-13	 4.647E+07	-5.519E-12	 3.760E+07	 1.775E-10
    1.3200	 8.512E+00	 1.899E-02	 1.021E-02	 3.527E+00	-7.858E-01	 0.000E+00	 0.000E+00	 7.251E+01	 9.155E+00	 3.057E+03	 8.881E+02	 4.263E-01	-5.403E-02	 0.000E+00	 4.404E+02	 1.730E+03	 1.990E+02	-1.865E+02	 3.021E+02	 4.080E+03	 6.689E+03	-3.761E+01	-2.058E+02	 2.254E+03	 7.624E+02	-2.566E+01	-3.479E+03	 3.114E+03	 4.036E+02	-1.976E-14	 8.208E+02	-3.810E+01	-6.893E+03	 6.356E+03	 7.193E+04	 4.524E+00	-2.344E+00	 3.099E+06	-8.674E-13	 4.646E+07	-6.505E-14	 3.651E+07	-1.778E-10
    1.3300	 8.523E+00	 1.910E-02	 1.144E-02	 3.538E+00	-7.901E-01	 0.000E+00	 0.000E+00	 7.306E+01	 9.155E+00	 2.983E+03	 8.881E+02	 4.299E-01	-5.477E-02	 0.000E+00	 4.450E+02	 1.737E+03	 1.979E+02	-1.867E+02	 3.042E+02	 4.095E+03	 6.684E+03	-2.817E+01	-1.944E+02	 2.242E+03	 7.688E+02	-2.729E+01	-3.478E+03	 3.042E+03	 4.320E+02	-1.988E-13	 8.256E+02	-4.240E+01	-6.891E+03	 6.574E+03	 7.248E+04	 4.530E+00	-2.373E+00	 3.179E+06	-3.469E-13	 4.646E+07	-5.627E-12	 3.542E+07	 2.663E-10
    1.3400	 8.523E+00	 1.910E-02	 1.144E-02	 3.551E+00	-7.946E-01	 0.000E+00	 0.000E+00	 7.361E+01	 9.155E+00	 2.926E+03	 8.881E+02	 4.335E-01	-5.548E-02	 0.000E+00	 4.495E+02	 1.742E+03	 1.978E+02	-1.872E+02	 3.053E+02	 4.118E+03	 6.702E+03	-3.752E+01	-1.426E+02	 2.274E+03	 7.762E+02	-2.793E+01	-3.477E+03	 2.987E+03	 4.320E+02	-4.107E-13	 8.297E+02	-4.733E+01	-6.891E+03	 6.801E+03	 7.300E+04	 4.549E+00	-2.402E+00	 3.260E+06	 1.648E-12	 4.646E+07	-2.168E-14	 3.433E+07	-8.890E-11
    1.3500	 8.523E+00	 1.910E-02	 1.144E-02	 3.564E+00	-7.993E-01	 0.000E+00	 0.000E+00	 7.416E+01	 9.155E+00	 2.865E+03	 8.881E+02	 4.370E-01	-5.617E-02	 0.000E+00	 4.545E+02	 1.753E+03	 1.981E+02	-1.880E+02	 3.074E+02	 4.138E+03	 6.704E+03	-3.129E+01	-1.348E+02	 2.229E+03	 7.811E+02	-2.883E+01	-3.476E+03	 2.927E+03	 4.859E+02	 1.741E-13	 8.360E+02	-5.217E+01	-6.890E+03	 7.023E+03	 7.357E+04	 4.569E+00	-2.431E+00	 3.340E+06	 6.939E-13	 4.646E+07	-1.661E-11	 3.324E+07	 1.518E-13
    1.3600	 8.523E+00	 1.910E-02	 1.144E-02	 3.579E+00	-8.043E-01	 0.000E+00	 0.000E+00	 7.471E+01	 9.155E+00	 2.815E+03	 8.881E+02	 4.403E-01	-5.682E-02	 0.000E+00	 4.595E+02	 1.760E+03	 1.988E+02	-1.887E+02	 3.086E+02	 4.163E+03	 6.724E+03	-3.252E+01	-1.029E+02	 2.259E+03	 7.880E+02	-2.916E+01	-3.475E+03	 2.877E+03	 4.794E+02	 4.519E-14	 8.407E+02	-5.724E+01	-6.889E+03	 7.246E+03	 7.408E+04	 4.590E+00	-2.460E+00	 3.421E+06	 3.469E-13	 4.646E+07	-1.659E-11	 3.215E+07	 8.886E-11
    1.3700	 8.533E+00	 1.935E-02	 1.254E-02	 3.595E+00	-8.094E-01	 0.000E+00	 0.000E+00	 7.526E+01	 9.155E+00	 2.757E+03	 8.881E+02	 4.436E-01	-5.745E-02	 0.000E+00	 4.645E+02	 1.766E+03	 1.989E+02	-1.894E+02	 3.100E+02	 4.187E+03	 6.743E+03	-3.301E+01	-7.415E+01	 2.250E+03	 7.931E+02	-2.984E+01	-3.474E+03	 2.821E+03	 5.043E+02	 8.105E-15	 8.468E+02	-6.197E+01	-6.888E+03	 7.457E+03	 7.462E+04	 4.606E+00	-2.489E+00	 3.501E+06	 1.041E-12	 4.645E+07	 1.110E-11	 3.107E+07	 8.880E-11
    1.3800	 8.533E+00	 1.935E-02	 1.254E-02	 3.611E+00	-8.146E-01	 0.000E+00	 0.000E+00	 7.581E+01	 9.155E+00	 2.708E+03	 8.881E+02	 4.468E-01	-5.805E-02	 0.000E+00	 4.694E+02	 1.775E+03	 2.007E+02	-1.905E+02	 3.106E+02	 4.217E+03	 6.770E+03	-2.569E+01	-1.688E+01	 2.284E+03	 7.992E+02	-3.017E+01	-3.474E+03	 2.773E+03	 4.956E+02	-5.218E-14	 8.522E+02	-6.673E+01	-6.888E+03	 7.664E+03	 7.514E+04	 4.624E+00	-2.518E+00	 3.582E+06	 3.469E-13	 4.645E+07	-2.168E-14	 2.998E+07	 0.000E+00
    1.3900	 8.533E+00	 1.935E-02	 1.254E-02	 3.629E+00	-8.200E-01	 0.000E+00	 0.000E+00	 7.635E+01	 9.155E+00	 2.646E+03	 8.881E+02	 4.499E-01	-5.862E-02	 0.000E+00	 4.751E+02	 1.784E+03	 1.983E+02	-1.905E+02	 3.129E+02	 4.233E+03	 6.761E+03	-4.446E+01	-3.410E+01	 2.246E+03	 8.025E+02	-3.132E+01	-3.472E+03	 2.712E+03	 5.351E+02	 3.897E-14	 8.595E+02	-7.077E+01	-6.886E+03	 7.852E+03	 7.569E+04	 4.631E+00	-2.547E+00	 3.663E+06	 0.000E+00	 4.645E+07	 2.168E-14	 2.890E+07	-8.890E-11
    1.4000	 8.533E+00	 1.935E-02	 1.254E-02	 3.647E+00	-8.255E-01	 0.000E+00	 0.000E+00	 7.690E+01	 9.155E+00	 2.598E+03	 8.881E+02	 4.528E-01	-5.916E-02	 0.000E+00	 4.804E+02	 1.794E+03	 1.979E+02	-1.912E+02	 3.140E+02	 4.257E+03	 6.770E+03	-3.368E+01	-4.422E+00	 2.281E+03	 8.079E+02	-3.187E+01	-3.470E+03	 2.666E+03	 5.186E+02	 2.620E-14	 8.655E+02	-7.488E+01	-6.885E+03	 8.034E+03	 7.619E+04	 4.644E+00	-2.576E+00	 3.744E+06	 6.939E-13	 4.645E+07	-1.661E-11	 2.783E+07	-8.886E-11
    1.4100	 8.540E+00	 1.938E-02	 1.411E-02	 3.666E+00	-8.310E-01	 0.000E+00	 0.000E+00	 7.745E+01	 9.155E+00	 2.550E+03	 8.881E+02	 4.557E-01	-5.967E-02	 0.000E+00	 4.855E+02	 1.803E+03	 1.991E+02	-1.922E+02	 3.152E+02	 4.285E+03	 6.792E+03	-3.557E+01	 2.240E+01	 2.266E+03	 8.113E+02	-3.266E+01	-3.469E+03	 2.619E+03	 5.402E+02	 1.619E-13	 8.730E+02	-7.855E+01	-6.884E+03	 8.201E+03	 7.673E+04	 4.659E+00	-2.598E+00	 3.811E+06	-1.735E-13	 4.645E+07	 6.505E-14	 2.676E+07	 8.880E-11
    1.4200	 8.540E+00	 1.938E-02	 1.411E-02	 3.685E+00	-8.365E-01	 0.000E+00	 0.000E+00	 7.800E+01	 9.155E+00	 2.488E+03	 8.881E+02	 4.585E-01	-6.015E-02	 0.000E+00	 4.903E+02	 1.814E+03	 1.972E+02	-1.927E+02	 3.156E+02	 4.308E+03	 6.783E+03	-4.880E+01	 8.646E+01	 2.256E+03	 8.134E+02	-3.421E+01	-3.468E+03	 2.561E+03	 5.641E+02	-1.078E-13	 8.806E+02	-8.136E+01	-6.883E+03	 8.343E+03	 7.725E+04	 4.657E+00	-2.621E+00	 3.878E+06	-3.469E-13	 4.644E+07	 5.497E-12	 2.569E+07	 8.875E-11
    1.4300	 8.540E+00	 1.938E-02	 1.411E-02	 3.705E+00	-8.421E-01	 0.000E+00	 0.000E+00	 7.855E+01	 9.155E+00	 2.465E+03	 8.881E+02	 4.612E-01	-6.059E-02	 0.000E+00	 4.957E+02	 1.823E+03	 2.003E+02	-1.940E+02	 3.178E+02	 4.338E+03	 6.831E+03	-2.062E+01	 5.147E+01	 2.284E+03	 8.188E+02	-3.439E+01	-3.467E+03	 2.537E+03	 5.379E+02	-4.535E-13	 8.875E+02	-8.466E+01	-6.882E+03	 8.487E+03	 7.775E+04	 4.684E+00	-2.643E+00	 3.945E+06	-1.735E-13	 4.644E+07	-1.121E-11	 2.462E+07	 4.337E-14
    1.4400	 8.540E+00	 1.938E-02	 1.411E-02	 3.725E+00	-8.476E-01	 0.000E+00	 0.000E+00	 7.910E+01	 9.155E+00	 2.432E+03	 8.881E+02	 4.637E-01	-6.101E-02	 0.000E+00	 5.005E+02	 1.833E+03	 2.001E+02	-1.948E+02	 3.184E+02	 4.364E+03	 6.842E+03	-3.985E+01	 9.383E+01	 2.318E+03	 8.227E+02	-3.512E+01	-3.466E+03	 2.507E+03	 5.171E+02	-2.363E-13	 8.943E+02	-8.715E+01	-6.881E+03	 8.607E+03	 7.823E+04	 4.700E+00	-2.666E+00	 4.012E+06	 1.735E-13	 4.644E+07	-2.168E-14	 2.356E+07	-1.777E-10
    1.4500	 8.549E+00	 1.950E-02	 1.541E-02	 3.745E+00	-8.531E-01	 0.000E+00	 0.000E+00	 7.965E+01	 9.155E+00	 2.377E+03	 8.881E+02	 4.662E-01	-6.140E-02	 0.000E+00	 5.053E+02	 1.843E+03	 1.987E+02	-1.954E+02	 3.197E+02	 4.386E+03	 6.839E+03	-3.840E+01	 1.105E+02	 2.281E+03	 8.235E+02	-3.723E+01	-3.464E+03	 2.456E+03	 5.534E+02	-2.620E-14	 9.028E+02	-8.838E+01	-6.879E+03	 8.695E+03	 7.874E+04	 4.697E+00	-2.688E+00	 4.079E+06	 1.735E-13	 4.643E+07	 5.529E-12	 2.249E+07	 0.000E+00
    1.4600	 8.549E+00	 1.950E-02	 1.541E-02	 3.765E+00	-8.585E-01	 0.000E+00	 0.000E+00	 8.020E+01	 9.155E+00	 2.363E+03	 8.881E+02	 4.685E-01	-6.176E-02	 0.000E+00	 5.095E+02	 1.852E+03	 2.017E+02	-1.969E+02	 3.203E+02	 4.421E+03	 6.888E+03	-1.991E+01	 1.478E+02	 2.333E+03	 8.282E+02	-3.772E+01	-3.464E+03	 2.444E+03	 5.128E+02	 1.421E-13	 9.092E+02	-9.012E+01	-6.879E+03	 8.784E+03	 7.919E+04	 4.724E+00	-2.710E+00	 4.146E+06	-3.469E-13	 4.643E+07	-8.674E-14	 2.143E+07	 8.888E-11
    1.4700	 8.549E+00	 1.950E-02	 1.541E-02	 3.786E+00	-8.639E-01	 0.000E+00	 0.000E+00	 8.075E+01	 9.155E+00	 2.296E+03	 8.881E+02	 4.708E-01	-6.208E-02	 0.000E+00	 5.143E+02	 1.865E+03	 1.968E+02	-1.967E+02	 3.218E+02	 4.432E+03	 6.843E+03	-6.243E+01	 1.613E+02	 2.273E+03	 8.272E+02	-4.094E+01	-3.462E+03	 2.383E+03	 5.684E+02	 1.432E-13	 9.178E+02	-8.973E+01	-6.877E+03	 8.824E+03	 7.968E+04	 4.703E+00	-2.733E+00	 4.214E+06	 1.041E-12	 4.643E+07	-5.508E-12	 2.037E+07	 3.553E-10
    1.4800	 8.549E+00	 1.950E-02	 1.541E-02	 3.806E+00	-8.692E-01	 0.000E+00	 0.000E+00	 8.130E+01	 9.155E+00	 2.264E+03	 8.881E+02	 4.729E-01	-6.238E-02	 0.000E+00	 5.187E+02	 1.875E+03	 1.965E+02	-1.974E+02	 3.228E+02	 4.456E+03	 6.853E+03	-3.491E+01	 1.766E+02	 2.298E+03	 8.301E+02	-4.281E+01	-3.460E+03	 2.355E+03	 5.480E+02	-2.349E-13	 9.241E+02	-8.975E+01	-6.876E+03	 8.863E+03	 8.010E+04	 4.705E+00	-2.755E+00	 4.281E+06	 5.204E-13	 4.643E+07	 1.670E-11	 1.932E+07	 1.776E-10
    1.4900	 8.553E+00	 1.965E-02	 1.696E-02	 3.826E+00	-8.744E-01	 0.000E+00	 0.000E+00	 8.185E+01	 9.155E+00	 2.253E+03	 8.881E+02	 4.749E-01	-6.265E-02	 0.000E+00	 5.227E+02	 1.884E+03	 1.985E+02	-1.987E+02	 3.238E+02	 4.486E+03	 6.890E+03	-4.017E+01	 1.949E+02	 2.308E+03	 8.328E+02	-4.401E+01	-3.460E+03	 2.346E+03	 5.404E+02	-5.873E-14	 9.307E+02	-8.979E+01	-6.875E+03	 8.895E+03	 8.051E+04	 4.729E+00	-2.778E+00	 4.348E+06	 1.735E-13	 4.642E+07	 5.594E-12	 1.826E+07	 2.665E-10
    1.5000	 8.553E+00	 1.965E-02	 1.696E-02	 3.846E+00	-8.794E-01	 0.000E+00	 0.000E+00	 8.240E+01	 9.155E+00	 2.220E+03	 8.881E+02	 4.768E-01	-6.289E-02	 0.000E+00	 5.268E+02	 1.895E+03	 1.966E+02	-1.991E+02	 3.247E+02	 4.505E+03	 6.882E+03	-4.930E+01	 2.193E+02	 2.312E+03	 8.345E+02	-4.641E+01	-3.458E+03	 2.318E+03	 5.399E+02	-2.798E-14	 9.368E+02	-8.869E+01	-6.874E+03	 8.898E+03	 8.089E+04	 4.726E+00	-2.800E+00	 4.416E+06	 1.041E-12	 4.642E+07	 1.117E-11	 1.721E+07	-1.777E-10
    1.5100	 8.553E+00	 1.965E-02	 1.696E-02	 3.865E+00	-8.844E-01	 0.000E+00	 0.000E+00	 8.295E+01	 9.155E+00	 2.217E+03	 8.881E+02	 4.787E-01	-6.311E-02	 0.000E+00	 5.304E+02	 1.903E+03	 1.995E+02	-2.006E+02	 3.257E+02	 4.536E+03	 6.928E+03	-2.791E+01	 2.347E+02	 2.331E+03	 8.376E+02	-4.769E+01	-3.459E+03	 2.318E+03	 5.230E+02	-2.117E-13	 9.422E+02	-8.793E+01	-6.874E+03	 8.899E+03	 8.125E+04	 4.750E+00	-2.823E+00	 4.483E+06	 0.000E+00	 4.642E+07	 8.674E-14	 1.615E+07	-2.665E-10
    1.5200	 8.553E+00	 1.965E-02	 1.696E-02	 3.884E+00	-8.892E-01	 0.000E+00	 0.000E+00	 8.350E+01	 9.155E+00	 2.205E+03	 8.881E+02	 4.804E-01	-6.330E-02	 0.000E+00	 5.342E+02	 1.913E+03	 1.993E+02	-2.013E+02	 3.267E+02	 4.558E+03	 6.939E+03	-4.369E+01	 2.558E+02	 2.348E+03	 8.401E+02	-4.954E+01	-3.458E+03	 2.310E+03	 5.098E+02	-3.121E-13	 9.468E+02	-8.649E+01	-6.873E+03	 8.881E+03	 8.157E+04	 4.762E+00	-2.845E+00	 4.551E+06	 8.674E-13	 4.642E+07	-1.659E-11	 1.510E+07	 3.552E-10
    1.5300	 8.559E+00	 2.019E-02	 1.841E-02	 3.903E+00	-8.940E-01	 0.000E+00	 0.000E+00	 8.404E+01	 9.155E+00	 2.184E+03	 8.881E+02	 4.819E-01	-6.346E-02	 0.000E+00	 5.380E+02	 1.923E+03	 1.980E+02	-2.017E+02	 3.278E+02	 4.576E+03	 6.938E+03	-4.275E+01	 2.680E+02	 2.335E+03	 8.414E+02	-5.198E+01	-3.457E+03	 2.294E+03	 5.228E+02	-4.508E-14	 9.515E+02	-8.441E+01	-6.872E+03	 8.845E+03	 8.188E+04	 4.765E+00	-2.868E+00	 4.618E+06	-6.939E-13	 4.641E+07	 5.660E-12	 1.406E+07	-3.553E-10
    1.5400	 8.559E+00	 2.019E-02	 1.841E-02	 3.921E+00	-8.985E-01	 0.000E+00	 0.000E+00	 8.459E+01	 9.155E+00	 2.184E+03	 8.881E+02	 4.834E-01	-6.360E-02	 0.000E+00	 5.404E+02	 1.931E+03	 1.999E+02	-2.032E+02	 3.274E+02	 4.608E+03	 6.974E+03	-2.532E+01	 3.425E+02	 2.311E+03	 8.425E+02	-5.354E+01	-3.457E+03	 2.299E+03	 5.470E+02	 1.510E-14	 9.560E+02	-8.265E+01	-6.873E+03	 8.809E+03	 8.216E+04	 4.792E+00	-2.890E+00	 4.686E+06	 0.000E+00	 4.641E+07	-2.776E-11	 1.301E+07	 8.875E-11
    1.5500	 8.559E+00	 2.019E-02	 1.841E-02	 3.938E+00	-9.030E-01	 0.000E+00	 0.000E+00	 8.514E+01	 9.155E+00	 2.167E+03	 8.881E+02	 4.848E-01	-6.371E-02	 0.000E+00	 5.464E+02	 1.941E+03	 1.973E+02	-2.026E+02	 3.309E+02	 4.611E+03	 6.951E+03	-6.398E+01	 2.481E+02	 2.367E+03	 8.469E+02	-5.612E+01	-3.455E+03	 2.284E+03	 4.965E+02	 4.485E-14	 9.573E+02	-7.998E+01	-6.871E+03	 8.752E+03	 8.236E+04	 4.778E+00	-2.913E+00	 4.753E+06	-6.939E-13	 4.641E+07	-1.102E-11	 1.196E+07	-8.884E-11
    1.5600	 8.559E+00	 2.019E-02	 1.841E-02	 3.955E+00	-9.073E-01	 0.000E+00	 0.000E+00	 8.569E+01	 9.155E+00	 2.173E+03	 8.881E+02	 4.861E-01	-6.380E-02	 0.000E+00	 5.494E+02	 1.949E+03	 1.969E+02	-2.032E+02	 3.311E+02	 4.632E+03	 6.961E+03	-3.746E+01	 2.983E+02	 2.422E+03	 8.512E+02	-5.751E+01	-3.455E+03	 2.295E+03	 4.536E+02	-3.431E-14	 9.582E+02	-7.791E+01	-6.871E+03	 8.702E+03	 8.253E+04	 4.794E+00	-2.935E+00	 4.821E+06	 1.041E-12	 4.641E+07	 2.216E-11	 1.092E+07	 1.776E-10
    1.5700	 8.563E+00	 2.066E-02	 2.045E-02	 3.971E+00	-9.115E-01	 0.000E+00	 0.000E+00	 8.624E+01	 9.155E+00	 2.179E+03	 8.881E+02	 4.872E-01	-6.387E-02	 0.000E+00	 5.527E+02	 1.957E+03	 1.981E+02	-2.041E+02	 3.321E+02	 4.654E+03	 6.988E+03	-4.851E+01	 3.136E+02	 2.369E+03	 8.515E+02	-5.903E+01	-3.455E+03	 2.305E+03	 5.006E+02	 6.051E-14	 9.613E+02	-7.577E+01	-6.871E+03	 8.647E+03	 8.274E+04	 4.822E+00	-2.958E+00	 4.888E+06	 8.674E-13	 4.641E+07	-1.661E-11	 9.878E+06	 1.777E-10
    1.5800	 8.563E+00	 2.066E-02	 2.045E-02	 3.986E+00	-9.155E-01	 0.000E+00	 0.000E+00	 8.679E+01	 9.155E+00	 2.203E+03	 8.881E+02	 4.883E-01	-6.392E-02	 0.000E+00	 5.566E+02	 1.962E+03	 2.003E+02	-2.049E+02	 3.335E+02	 4.674E+03	 7.024E+03	-3.267E+01	 3.064E+02	 2.456E+03	 8.577E+02	-5.970E+01	-3.456E+03	 2.330E+03	 4.257E+02	-3.609E-13	 9.601E+02	-7.397E+01	-6.872E+03	 8.595E+03	 8.283E+04	 4.846E+00	-2.980E+00	 4.956E+06	 1.561E-12	 4.640E+07	 1.110E-11	 8.838E+06	 5.421E-14
    1.5900	 8.563E+00	 2.066E-02	 2.045E-02	 4.000E+00	-9.193E-01	 0.000E+00	 0.000E+00	 8.734E+01	 9.155E+00	 2.195E+03	 8.881E+02	 4.892E-01	-6.394E-02	 0.000E+00	 5.586E+02	 1.972E+03	 1.978E+02	-2.054E+02	 3.330E+02	 4.692E+03	 7.010E+03	-5.312E+01	 3.898E+02	 2.356E+03	 8.554E+02	-6.173E+01	-3.456E+03	 2.328E+03	 5.181E+02	 1.366E-14	 9.630E+02	-7.140E+01	-6.871E+03	 8.526E+03	 8.300E+04	 4.863E+00	-3.003E+00	 5.024E+06	 8.674E-13	 4.640E+07	 1.674E-11	 7.799E+06	-1.776E-10
    1.6000	 8.563E+00	 2.066E-02	 2.045E-02	 4.014E+00	-9.230E-01	 0.000E+00	 0.000E+00	 8.789E+01	 9.155E+00	 2.206E+03	 8.881E+02	 4.900E-01	-6.395E-02	 0.000E+00	 5.626E+02	 1.978E+03	 1.980E+02	-2.056E+02	 3.346E+02	 4.705E+03	 7.023E+03	-4.379E+01	 3.691E+02	 2.354E+03	 8.577E+02	-6.297E+01	-3.456E+03	 2.341E+03	 5.208E+02	-2.245E-13	 9.628E+02	-6.928E+01	-6.872E+03	 8.465E+03	 8.309E+04	 4.880E+00	-3.025E+00	 5.092E+06	-8.674E-13	 4.640E+07	-1.661E-11	 6.763E+06	-1.776E-10
    1.6100	 8.565E+00	 2.077E-02	 2.178E-02	 4.026E+00	-9.266E-01	 0.000E+00	 0.000E+00	 8.844E+01	 9.155E+00	 2.240E+03	 8.881E+02	 4.907E-01	-6.395E-02	 0.000E+00	 5.662E+02	 1.983E+03	 1.996E+02	-2.062E+02	 3.358E+02	 4.722E+03	 7.052E+03	-4.310E+01	 3.750E+02	 2.409E+03	 8.626E+02	-6.302E+01	-3.457E+03	 2.375E+03	 4.751E+02	-4.068E-13	 9.607E+02	-6.787E+01	-6.873E+03	 8.415E+03	 8.311E+04	 4.914E+00	-3.040E+00	 5.146E+06	-6.939E-13	 4.640E+07	-8.674E-14	 5.747E+06	-1.777E-10
    1.6200	 8.565E+00	 2.077E-02	 2.178E-02	 4.038E+00	-9.299E-01	 0.000E+00	 0.000E+00	 8.899E+01	 9.155E+00	 2.265E+03	 8.881E+02	 4.913E-01	-6.392E-02	 0.000E+00	 5.683E+02	 1.988E+03	 1.999E+02	-2.069E+02	 3.357E+02	 4.742E+03	 7.070E+03	-3.273E+01	 4.319E+02	 2.348E+03	 8.625E+02	-6.337E+01	-3.458E+03	 2.403E+03	 5.300E+02	-3.331E-14	 9.610E+02	-6.642E+01	-6.873E+03	 8.364E+03	 8.318E+04	 4.956E+00	-3.055E+00	 5.200E+06	-6.939E-13	 4.639E+07	 5.421E-12	 4.732E+06	-1.084E-14
    1.6300	 8.565E+00	 2.077E-02	 2.178E-02	 4.049E+00	-9.331E-01	 0.000E+00	 0.000E+00	 8.954E+01	 9.155E+00	 2.290E+03	 8.881E+02	 4.918E-01	-6.389E-02	 0.000E+00	 5.746E+02	 1.995E+03	 1.996E+02	-2.062E+02	 3.393E+02	 4.740E+03	 7.068E+03	-6.312E+01	 3.366E+02	 2.443E+03	 8.686E+02	-6.375E+01	-3.458E+03	 2.425E+03	 4.505E+02	 7.006E-14	 9.569E+02	-6.484E+01	-6.873E+03	 8.309E+03	 8.313E+04	 4.966E+00	-3.070E+00	 5.254E+06	 1.735E-12	 4.639E+07	 1.119E-11	 3.719E+06	-4.337E-14
    1.6400	 8.565E+00	 2.077E-02	 2.178E-02	 4.059E+00	-9.360E-01	 0.000E+00	 0.000E+00	 9.009E+01	 9.155E+00	 2.327E+03	 8.881E+02	 4.922E-01	-6.384E-02	 0.000E+00	 5.771E+02	 2.000E+03	 1.996E+02	-2.065E+02	 3.396E+02	 4.753E+03	 7.078E+03	-4.085E+01	 3.844E+02	 2.490E+03	 8.725E+02	-6.334E+01	-3.458E+03	 2.463E+03	 4.117E+02	 2.796E-13	 9.537E+02	-6.386E+01	-6.874E+03	 8.265E+03	 8.308E+04	 5.001E+00	-3.085E+00	 5.308E+06	 5.204E-13	 4.639E+07	 1.106E-11	 2.707E+06	-1.777E-10
