
Predictions were generated on 26-Mar-2019 at 06:11:00 using FAST (v8.16.00a-bjj, 27-Jul-2016), compiled as a 64-bit application using double precision
 linked with  NWTC Subroutine Library (v2.09.00, 23-Jul-2016); ElastoDyn (v1.04.00a-bjj, 26-Jul-2016); OpenFOAM Integration (v1.00.00a-bjj, 11-Aug-2015); AeroDyn (v15.03.00, 27-Jul-2016); HydroDyn (v2.05.01, 27-Jul-2016)

Description from the FAST input file: FAST Certification Test #01: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	OoPDefl1  	IPDefl1   	TwstDefl1 	BldPitch1 	Azimuth   	RotSpeed  	RotTorq   	GenSpeed  	TTDspFA   	TTDspSS   	TTDspTwst 	Spn2MLxb1 	Spn2MLyb1 	RootFxb1  	RootFyb1  	RootFzb1  	RootMxb1  	RootMyb1  	RootMzb1  	LSSGagMya 	LSSGagMza 	YawBrFxp  	YawBrFyp  	YawBrFzp  	YawBrMxp  	YawBrMyp  	YawBrMzp  	TwrBsFxt  	TwrBsFyt  	TwrBsFzt  	TwrBsMxt  	TwrBsMyt  	TwrBsMzt  	Wave1Elev 	HydroFxi  	HydroFyi  	HydroFzi  	HydroMxi  	HydroMyi  	HydroMzi  
(s)       	(m/s)     	(m/s)     	(m/s)     	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(rpm)     	(kN·m)    	(rpm)     	(m)       	(m)       	(deg)     	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(m)       	(N)       	(N)       	(N)       	(N·m)     	(N·m)     	(N·m)     
    2.6700	 8.474E+00	 3.265E-02	 7.062E-02	 3.996E+00	-7.935E-01	 0.000E+00	 0.000E+00	 1.467E+02	 9.155E+00	 3.425E+03	 8.881E+02	 1.714E-01	-3.958E-02	 0.000E+00	 4.541E+02	 1.963E+03	 1.864E+02	-1.418E+02	 4.821E+02	 3.557E+03	 6.863E+03	-5.308E+01	 2.178E+03	 1.073E+03	 3.518E+02	-9.395E+00	-3.531E+03	 3.454E+03	-7.915E+02	-1.036E-13	 3.282E+02	 1.028E+01	-6.939E+03	 3.255E+03	 2.863E+04	 1.651E+00	-2.831E+00	 8.146E+06	-1.665E-12	 4.622E+07	 3.175E-12	-8.516E+07	 1.773E-11
    2.6800	 8.474E+00	 3.265E-02	 7.062E-02	 3.984E+00	-7.916E-01	 0.000E+00	 0.000E+00	 1.472E+02	 9.155E+00	 3.466E+03	 8.881E+02	 1.675E-01	-3.906E-02	 0.000E+00	 4.544E+02	 1.957E+03	 1.860E+02	-1.406E+02	 4.828E+02	 3.542E+03	 6.851E+03	-2.043E+01	 2.213E+03	 1.062E+03	 3.473E+02	-7.481E+00	-3.533E+03	 3.491E+03	-8.309E+02	 2.943E-13	 3.189E+02	 1.149E+01	-6.941E+03	 3.155E+03	 2.794E+04	 1.616E+00	-2.812E+00	 8.147E+06	-2.498E-12	 4.622E+07	-1.107E-11	-8.581E+07	-7.098E-11
    2.6900	 8.469E+00	 3.228E-02	 7.225E-02	 3.973E+00	-7.894E-01	 0.000E+00	 0.000E+00	 1.478E+02	 9.155E+00	 3.528E+03	 8.881E+02	 1.638E-01	-3.855E-02	 0.000E+00	 4.539E+02	 1.951E+03	 1.879E+02	-1.402E+02	 4.835E+02	 3.532E+03	 6.865E+03	-2.757E+01	 2.240E+03	 1.030E+03	 3.426E+02	-4.514E+00	-3.536E+03	 3.548E+03	-8.559E+02	-2.710E-13	 3.102E+02	 1.189E+01	-6.944E+03	 3.072E+03	 2.726E+04	 1.591E+00	-2.794E+00	 8.148E+06	 8.327E-13	 4.622E+07	 3.886E-12	-8.645E+07	 8.885E-11
    2.7000	 8.469E+00	 3.228E-02	 7.225E-02	 3.961E+00	-7.868E-01	 0.000E+00	 0.000E+00	 1.483E+02	 9.155E+00	 3.574E+03	 8.881E+02	 1.600E-01	-3.804E-02	 0.000E+00	 4.534E+02	 1.945E+03	 1.884E+02	-1.390E+02	 4.842E+02	 3.514E+03	 6.864E+03	-1.324E+01	 2.263E+03	 1.020E+03	 3.379E+02	-2.225E+00	-3.537E+03	 3.589E+03	-8.861E+02	 1.070E-13	 3.014E+02	 1.262E+01	-6.945E+03	 2.985E+03	 2.659E+04	 1.560E+00	-2.775E+00	 8.149E+06	 8.327E-13	 4.622E+07	-3.322E-12	-8.710E+07	 1.793E-11
    2.7100	 8.469E+00	 3.228E-02	 7.225E-02	 3.949E+00	-7.839E-01	 0.000E+00	 0.000E+00	 1.489E+02	 9.155E+00	 3.622E+03	 8.881E+02	 1.563E-01	-3.755E-02	 0.000E+00	 4.523E+02	 1.939E+03	 1.873E+02	-1.378E+02	 4.849E+02	 3.493E+03	 6.845E+03	-3.738E+01	 2.279E+03	 9.794E+02	 3.322E+02	 2.238E-01	-3.539E+03	 3.633E+03	-8.963E+02	-1.175E-13	 2.932E+02	 1.319E+01	-6.947E+03	 2.903E+03	 2.594E+04	 1.531E+00	-2.757E+00	 8.149E+06	-1.110E-12	 4.621E+07	-1.062E-11	-8.774E+07	-6.939E-14
    2.7200	 8.469E+00	 3.228E-02	 7.225E-02	 3.937E+00	-7.806E-01	 0.000E+00	 0.000E+00	 1.494E+02	 9.155E+00	 3.664E+03	 8.881E+02	 1.526E-01	-3.706E-02	 0.000E+00	 4.511E+02	 1.934E+03	 1.871E+02	-1.362E+02	 4.858E+02	 3.467E+03	 6.834E+03	-2.163E+01	 2.285E+03	 9.666E+02	 3.268E+02	 2.370E+00	-3.539E+03	 3.670E+03	-9.109E+02	 2.369E-13	 2.851E+02	 1.389E+01	-6.947E+03	 2.820E+03	 2.529E+04	 1.500E+00	-2.738E+00	 8.150E+06	 0.000E+00	 4.621E+07	 1.329E-11	-8.838E+07	-1.773E-11
    2.7300	 8.465E+00	 3.187E-02	 7.378E-02	 3.925E+00	-7.769E-01	 0.000E+00	 0.000E+00	 1.500E+02	 9.155E+00	 3.712E+03	 8.881E+02	 1.490E-01	-3.658E-02	 0.000E+00	 4.488E+02	 1.928E+03	 1.871E+02	-1.350E+02	 4.864E+02	 3.444E+03	 6.826E+03	-2.893E+01	 2.310E+03	 9.385E+02	 3.218E+02	 4.832E+00	-3.540E+03	 3.713E+03	-9.324E+02	-1.910E-13	 2.771E+02	 1.440E+01	-6.948E+03	 2.742E+03	 2.466E+04	 1.470E+00	-2.719E+00	 8.151E+06	-1.110E-12	 4.621E+07	 6.661E-12	-8.903E+07	 2.661E-11
    2.7400	 8.465E+00	 3.187E-02	 7.378E-02	 3.913E+00	-7.729E-01	 0.000E+00	 0.000E+00	 1.505E+02	 9.155E+00	 3.756E+03	 8.881E+02	 1.454E-01	-3.610E-02	 0.000E+00	 4.461E+02	 1.922E+03	 1.878E+02	-1.336E+02	 4.871E+02	 3.417E+03	 6.826E+03	-1.285E+01	 2.329E+03	 9.225E+02	 3.167E+02	 7.087E+00	-3.540E+03	 3.753E+03	-9.544E+02	 3.145E-13	 2.693E+02	 1.503E+01	-6.948E+03	 2.662E+03	 2.403E+04	 1.440E+00	-2.701E+00	 8.152E+06	-1.943E-12	 4.621E+07	 9.385E-12	-8.967E+07	-1.762E-11
    2.7500	 8.465E+00	 3.187E-02	 7.378E-02	 3.902E+00	-7.685E-01	 0.000E+00	 0.000E+00	 1.511E+02	 9.155E+00	 3.801E+03	 8.881E+02	 1.419E-01	-3.564E-02	 0.000E+00	 4.431E+02	 1.918E+03	 1.864E+02	-1.319E+02	 4.880E+02	 3.385E+03	 6.802E+03	-3.541E+01	 2.323E+03	 8.827E+02	 3.103E+02	 9.332E+00	-3.540E+03	 3.793E+03	-9.466E+02	-9.370E-14	 2.627E+02	 1.568E+01	-6.948E+03	 2.582E+03	 2.344E+04	 1.412E+00	-2.682E+00	 8.152E+06	 1.388E-12	 4.621E+07	 1.055E-11	-9.031E+07	 6.217E-11
    2.7600	 8.465E+00	 3.187E-02	 7.378E-02	 3.890E+00	-7.637E-01	 0.000E+00	 0.000E+00	 1.516E+02	 9.155E+00	 3.842E+03	 8.881E+02	 1.384E-01	-3.518E-02	 0.000E+00	 4.394E+02	 1.912E+03	 1.863E+02	-1.302E+02	 4.888E+02	 3.352E+03	 6.793E+03	-2.002E+01	 2.330E+03	 8.659E+02	 3.047E+02	 1.135E+01	-3.540E+03	 3.831E+03	-9.584E+02	 2.327E-13	 2.558E+02	 1.651E+01	-6.948E+03	 2.499E+03	 2.285E+04	 1.382E+00	-2.664E+00	 8.153E+06	-5.551E-13	 4.621E+07	-5.898E-13	-9.096E+07	 0.000E+00
    2.7700	 8.462E+00	 3.124E-02	 7.516E-02	 3.879E+00	-7.585E-01	 0.000E+00	 0.000E+00	 1.522E+02	 9.155E+00	 3.885E+03	 8.881E+02	 1.350E-01	-3.473E-02	 0.000E+00	 4.344E+02	 1.906E+03	 1.864E+02	-1.289E+02	 4.894E+02	 3.321E+03	 6.785E+03	-2.653E+01	 2.346E+03	 8.271E+02	 2.990E+02	 1.340E+01	-3.539E+03	 3.870E+03	-9.677E+02	-1.127E-13	 2.493E+02	 1.744E+01	-6.947E+03	 2.414E+03	 2.228E+04	 1.353E+00	-2.645E+00	 8.154E+06	 1.110E-12	 4.621E+07	-6.679E-12	-9.160E+07	 2.658E-11
    2.7800	 8.462E+00	 3.124E-02	 7.516E-02	 3.868E+00	-7.528E-01	 0.000E+00	 0.000E+00	 1.527E+02	 9.155E+00	 3.931E+03	 8.881E+02	 1.316E-01	-3.429E-02	 0.000E+00	 4.297E+02	 1.900E+03	 1.876E+02	-1.272E+02	 4.904E+02	 3.284E+03	 6.789E+03	-1.048E+01	 2.340E+03	 8.128E+02	 2.931E+02	 1.544E+01	-3.538E+03	 3.912E+03	-9.695E+02	 8.293E-14	 2.434E+02	 1.840E+01	-6.946E+03	 2.328E+03	 2.172E+04	 1.325E+00	-2.627E+00	 8.155E+06	 2.776E-12	 4.621E+07	-1.001E-11	-9.224E+07	 3.546E-11
    2.7900	 8.462E+00	 3.124E-02	 7.516E-02	 3.857E+00	-7.468E-01	 0.000E+00	 0.000E+00	 1.533E+02	 9.155E+00	 3.959E+03	 8.881E+02	 1.282E-01	-3.385E-02	 0.000E+00	 4.229E+02	 1.895E+03	 1.851E+02	-1.254E+02	 4.908E+02	 3.245E+03	 6.756E+03	-3.477E+01	 2.367E+03	 7.612E+02	 2.871E+02	 1.664E+01	-3.536E+03	 3.937E+03	-9.816E+02	-2.098E-13	 2.371E+02	 2.004E+01	-6.944E+03	 2.230E+03	 2.117E+04	 1.292E+00	-2.608E+00	 8.155E+06	 5.551E-13	 4.621E+07	-5.013E-12	-9.288E+07	-8.885E-11
    2.8000	 8.462E+00	 3.124E-02	 7.516E-02	 3.846E+00	-7.403E-01	 0.000E+00	 0.000E+00	 1.538E+02	 9.155E+00	 3.990E+03	 8.881E+02	 1.250E-01	-3.343E-02	 0.000E+00	 4.166E+02	 1.889E+03	 1.847E+02	-1.234E+02	 4.917E+02	 3.201E+03	 6.742E+03	-1.851E+01	 2.345E+03	 7.322E+02	 2.802E+02	 1.788E+01	-3.534E+03	 3.966E+03	-9.638E+02	-2.276E-13	 2.322E+02	 2.169E+01	-6.942E+03	 2.130E+03	 2.065E+04	 1.262E+00	-2.589E+00	 8.156E+06	-1.665E-12	 4.621E+07	 1.648E-12	-9.352E+07	-6.217E-11
    2.8100	 8.457E+00	 3.051E-02	 7.675E-02	 3.836E+00	-7.335E-01	 0.000E+00	 0.000E+00	 1.544E+02	 9.155E+00	 4.031E+03	 8.881E+02	 1.217E-01	-3.301E-02	 0.000E+00	 4.093E+02	 1.884E+03	 1.853E+02	-1.218E+02	 4.925E+02	 3.161E+03	 6.738E+03	-2.214E+01	 2.361E+03	 7.042E+02	 2.748E+02	 1.944E+01	-3.533E+03	 4.004E+03	-9.754E+02	-9.470E-14	 2.267E+02	 2.323E+01	-6.941E+03	 2.033E+03	 2.012E+04	 1.233E+00	-2.569E+00	 8.149E+06	 3.331E-12	 4.621E+07	-8.847E-12	-9.406E+07	 1.346E-11
    2.8200	 8.457E+00	 3.051E-02	 7.675E-02	 3.826E+00	-7.263E-01	 0.000E+00	 0.000E+00	 1.549E+02	 9.155E+00	 4.061E+03	 8.881E+02	 1.185E-01	-3.260E-02	 0.000E+00	 4.012E+02	 1.878E+03	 1.861E+02	-1.201E+02	 4.932E+02	 3.118E+03	 6.740E+03	-7.812E+00	 2.372E+03	 6.805E+02	 2.692E+02	 2.045E+01	-3.531E+03	 4.032E+03	-9.847E+02	-4.313E-13	 2.213E+02	 2.519E+01	-6.938E+03	 1.928E+03	 1.961E+04	 1.202E+00	-2.548E+00	 8.142E+06	 0.000E+00	 4.621E+07	 1.220E-11	-9.460E+07	-3.546E-11
    2.8300	 8.457E+00	 3.051E-02	 7.675E-02	 3.816E+00	-7.187E-01	 0.000E+00	 0.000E+00	 1.555E+02	 9.155E+00	 4.091E+03	 8.881E+02	 1.154E-01	-3.220E-02	 0.000E+00	 3.934E+02	 1.873E+03	 1.840E+02	-1.177E+02	 4.942E+02	 3.065E+03	 6.706E+03	-3.293E+01	 2.328E+03	 6.361E+02	 2.613E+02	 2.135E+01	-3.527E+03	 4.060E+03	-9.411E+02	-2.196E-13	 2.177E+02	 2.722E+01	-6.935E+03	 1.821E+03	 1.914E+04	 1.176E+00	-2.527E+00	 8.135E+06	-1.110E-12	 4.620E+07	 1.551E-11	-9.514E+07	-6.658E-11
    2.8400	 8.457E+00	 3.051E-02	 7.675E-02	 3.807E+00	-7.107E-01	 0.000E+00	 0.000E+00	 1.560E+02	 9.155E+00	 4.114E+03	 8.881E+02	 1.123E-01	-3.180E-02	 0.000E+00	 3.845E+02	 1.869E+03	 1.836E+02	-1.155E+02	 4.950E+02	 3.012E+03	 6.691E+03	-1.494E+01	 2.326E+03	 6.195E+02	 2.555E+02	 2.190E+01	-3.524E+03	 4.082E+03	-9.398E+02	 1.789E-13	 2.127E+02	 2.952E+01	-6.932E+03	 1.709E+03	 1.865E+04	 1.144E+00	-2.507E+00	 8.128E+06	 2.220E-12	 4.620E+07	 1.103E-11	-9.568E+07	 1.388E-13
    2.8500	 8.454E+00	 2.972E-02	 7.812E-02	 3.798E+00	-7.024E-01	 0.000E+00	 0.000E+00	 1.566E+02	 9.155E+00	 4.138E+03	 8.881E+02	 1.093E-01	-3.141E-02	 0.000E+00	 3.743E+02	 1.864E+03	 1.838E+02	-1.137E+02	 4.956E+02	 2.964E+03	 6.685E+03	-2.025E+01	 2.333E+03	 5.796E+02	 2.499E+02	 2.251E+01	-3.521E+03	 4.105E+03	-9.371E+02	 5.551E-14	 2.077E+02	 3.184E+01	-6.929E+03	 1.598E+03	 1.817E+04	 1.114E+00	-2.486E+00	 8.121E+06	 0.000E+00	 4.620E+07	-1.447E-11	-9.622E+07	-3.768E-11
    2.8600	 8.454E+00	 2.972E-02	 7.812E-02	 3.789E+00	-6.937E-01	 0.000E+00	 0.000E+00	 1.571E+02	 9.155E+00	 4.146E+03	 8.881E+02	 1.064E-01	-3.103E-02	 0.000E+00	 3.652E+02	 1.860E+03	 1.826E+02	-1.108E+02	 4.965E+02	 2.901E+03	 6.659E+03	-1.610E+01	 2.304E+03	 5.776E+02	 2.434E+02	 2.233E+01	-3.517E+03	 4.112E+03	-9.150E+02	 2.019E-13	 2.032E+02	 3.459E+01	-6.925E+03	 1.480E+03	 1.770E+04	 1.082E+00	-2.465E+00	 8.115E+06	 0.000E+00	 4.620E+07	 3.331E-12	-9.676E+07	 2.883E-11
    2.8700	 8.454E+00	 2.972E-02	 7.812E-02	 3.780E+00	-6.847E-01	 0.000E+00	 0.000E+00	 1.577E+02	 9.155E+00	 4.179E+03	 8.881E+02	 1.035E-01	-3.065E-02	 0.000E+00	 3.524E+02	 1.852E+03	 1.839E+02	-1.100E+02	 4.968E+02	 2.861E+03	 6.670E+03	-1.424E+01	 2.347E+03	 5.070E+02	 2.394E+02	 2.341E+01	-3.515E+03	 4.145E+03	-9.324E+02	-4.752E-14	 1.975E+02	 3.649E+01	-6.923E+03	 1.379E+03	 1.722E+04	 1.055E+00	-2.445E+00	 8.108E+06	-5.551E-13	 4.620E+07	 1.886E-11	-9.730E+07	-2.675E-11
    2.8800	 8.454E+00	 2.972E-02	 7.812E-02	 3.772E+00	-6.754E-01	 0.000E+00	 0.000E+00	 1.582E+02	 9.155E+00	 4.192E+03	 8.881E+02	 1.007E-01	-3.028E-02	 0.000E+00	 3.415E+02	 1.848E+03	 1.835E+02	-1.075E+02	 4.977E+02	 2.800E+03	 6.657E+03	-1.316E+01	 2.306E+03	 4.782E+02	 2.328E+02	 2.350E+01	-3.511E+03	 4.156E+03	-8.915E+02	-1.514E-13	 1.934E+02	 3.889E+01	-6.919E+03	 1.270E+03	 1.677E+04	 1.027E+00	-2.424E+00	 8.101E+06	 8.327E-13	 4.620E+07	 1.447E-11	-9.784E+07	-8.001E-11
    2.8900	 8.452E+00	 2.906E-02	 7.892E-02	 3.764E+00	-6.659E-01	 0.000E+00	 0.000E+00	 1.588E+02	 9.155E+00	 4.194E+03	 8.881E+02	 9.793E-02	-2.992E-02	 0.000E+00	 3.302E+02	 1.846E+03	 1.821E+02	-1.049E+02	 4.983E+02	 2.737E+03	 6.629E+03	-1.787E+01	 2.296E+03	 4.580E+02	 2.274E+02	 2.326E+01	-3.506E+03	 4.159E+03	-8.759E+02	-8.948E-14	 1.882E+02	 4.141E+01	-6.914E+03	 1.161E+03	 1.631E+04	 9.964E-01	-2.403E+00	 8.094E+06	-1.665E-12	 4.620E+07	 2.104E-11	-9.838E+07	 1.776E-11
    2.9000	 8.452E+00	 2.906E-02	 7.892E-02	 3.756E+00	-6.561E-01	 0.000E+00	 0.000E+00	 1.593E+02	 9.155E+00	 4.210E+03	 8.881E+02	 9.525E-02	-2.956E-02	 0.000E+00	 3.179E+02	 1.838E+03	 1.847E+02	-1.031E+02	 4.989E+02	 2.682E+03	 6.652E+03	 1.677E+01	 2.314E+03	 4.480E+02	 2.241E+02	 2.366E+01	-3.503E+03	 4.173E+03	-8.875E+02	-2.887E-15	 1.821E+02	 4.334E+01	-6.910E+03	 1.066E+03	 1.583E+04	 9.672E-01	-2.383E+00	 8.087E+06	 3.053E-12	 4.620E+07	 2.101E-11	-9.892E+07	-6.214E-11
    2.9100	 8.452E+00	 2.906E-02	 7.892E-02	 3.749E+00	-6.461E-01	 0.000E+00	 0.000E+00	 1.598E+02	 9.155E+00	 4.197E+03	 8.881E+02	 9.263E-02	-2.921E-02	 0.000E+00	 3.061E+02	 1.840E+03	 1.796E+02	-9.976E+01	 4.998E+02	 2.608E+03	 6.583E+03	-4.561E+01	 2.242E+03	 3.955E+02	 2.162E+02	 2.297E+01	-3.497E+03	 4.162E+03	-8.071E+02	 5.296E-14	 1.783E+02	 4.577E+01	-6.904E+03	 9.649E+02	 1.542E+04	 9.403E-01	-2.362E+00	 8.080E+06	-5.551E-13	 4.620E+07	 4.510E-12	-9.945E+07	 2.668E-11
    2.9200	 8.452E+00	 2.906E-02	 7.892E-02	 3.742E+00	-6.359E-01	 0.000E+00	 0.000E+00	 1.604E+02	 9.155E+00	 4.189E+03	 8.881E+02	 9.008E-02	-2.886E-02	 0.000E+00	 2.939E+02	 1.835E+03	 1.791E+02	-9.688E+01	 5.004E+02	 2.540E+03	 6.570E+03	-1.743E+00	 2.237E+03	 3.970E+02	 2.123E+02	 2.261E+01	-3.492E+03	 4.154E+03	-7.985E+02	-1.017E-13	 1.721E+02	 4.772E+01	-6.899E+03	 8.758E+02	 1.496E+04	 9.099E-01	-2.342E+00	 8.073E+06	-1.665E-12	 4.620E+07	-4.441E-12	-9.999E+07	 1.783E-11
    2.9300	 8.447E+00	 2.811E-02	 8.046E-02	 3.735E+00	-6.255E-01	 0.000E+00	 0.000E+00	 1.609E+02	 9.155E+00	 4.194E+03	 8.881E+02	 8.760E-02	-2.852E-02	 0.000E+00	 2.800E+02	 1.830E+03	 1.803E+02	-9.522E+01	 5.008E+02	 2.484E+03	 6.575E+03	-1.628E+01	 2.243E+03	 3.519E+02	 2.088E+02	 2.310E+01	-3.488E+03	 4.159E+03	-7.866E+02	 1.511E-13	 1.659E+02	 4.890E+01	-6.895E+03	 8.049E+02	 1.450E+04	 8.838E-01	-2.321E+00	 8.066E+06	-8.327E-13	 4.620E+07	 2.108E-11	-1.005E+08	-4.437E-11
    2.9400	 8.447E+00	 2.811E-02	 8.046E-02	 3.728E+00	-6.150E-01	 0.000E+00	 0.000E+00	 1.615E+02	 9.155E+00	 4.175E+03	 8.881E+02	 8.519E-02	-2.818E-02	 0.000E+00	 2.666E+02	 1.827E+03	 1.773E+02	-9.214E+01	 5.012E+02	 2.411E+03	 6.537E+03	-1.294E+01	 2.208E+03	 3.216E+02	 2.037E+02	 2.267E+01	-3.482E+03	 4.141E+03	-7.416E+02	-1.266E-14	 1.602E+02	 5.033E+01	-6.890E+03	 7.337E+02	 1.406E+04	 8.565E-01	-2.300E+00	 8.059E+06	-5.551E-13	 4.620E+07	-2.661E-11	-1.011E+08	 9.021E-12
    2.9500	 8.447E+00	 2.811E-02	 8.046E-02	 3.722E+00	-6.043E-01	 0.000E+00	 0.000E+00	 1.620E+02	 9.155E+00	 4.174E+03	 8.881E+02	 8.286E-02	-2.785E-02	 0.000E+00	 2.541E+02	 1.820E+03	 1.813E+02	-9.020E+01	 5.019E+02	 2.352E+03	 6.574E+03	 4.589E+00	 2.223E+03	 3.293E+02	 2.019E+02	 2.325E+01	-3.478E+03	 4.138E+03	-7.484E+02	-7.083E-14	 1.531E+02	 5.086E+01	-6.886E+03	 6.836E+02	 1.360E+04	 8.298E-01	-2.280E+00	 8.053E+06	-5.551E-13	 4.619E+07	 8.873E-12	-1.016E+08	 1.787E-11
    2.9600	 8.447E+00	 2.811E-02	 8.046E-02	 3.716E+00	-5.936E-01	 0.000E+00	 0.000E+00	 1.626E+02	 9.155E+00	 4.158E+03	 8.881E+02	 8.060E-02	-2.753E-02	 0.000E+00	 2.402E+02	 1.818E+03	 1.809E+02	-8.770E+01	 5.023E+02	 2.284E+03	 6.560E+03	-6.629E+00	 2.220E+03	 3.051E+02	 1.989E+02	 2.340E+01	-3.473E+03	 4.121E+03	-7.300E+02	-4.108E-15	 1.463E+02	 5.131E+01	-6.881E+03	 6.393E+02	 1.315E+04	 8.034E-01	-2.259E+00	 8.046E+06	 2.498E-12	 4.619E+07	 2.246E-12	-1.021E+08	 2.217E-11
    2.9700	 8.443E+00	 9.981E-03	 9.153E-02	 3.710E+00	-5.828E-01	 0.000E+00	 0.000E+00	 1.631E+02	 9.155E+00	 4.131E+03	 8.881E+02	 7.841E-02	-2.721E-02	 0.000E+00	 2.266E+02	 1.816E+03	 1.783E+02	-8.471E+01	 5.027E+02	 2.211E+03	 6.526E+03	-9.848E+00	 2.179E+03	 2.739E+02	 1.945E+02	 2.329E+01	-3.468E+03	 4.095E+03	-6.774E+02	 3.186E-14	 1.405E+02	 5.160E+01	-6.875E+03	 6.028E+02	 1.273E+04	 7.789E-01	-2.238E+00	 8.039E+06	-1.665E-12	 4.619E+07	 1.998E-11	-1.027E+08	-8.011E-11
    2.9800	 8.443E+00	 9.981E-03	 9.153E-02	 3.705E+00	-5.719E-01	 0.000E+00	 0.000E+00	 1.637E+02	 9.155E+00	 4.108E+03	 8.881E+02	 7.630E-02	-2.689E-02	 0.000E+00	 2.130E+02	 1.813E+03	 1.787E+02	-8.209E+01	 5.032E+02	 2.142E+03	 6.524E+03	 3.316E+00	 2.173E+03	 2.655E+02	 1.921E+02	 2.358E+01	-3.463E+03	 4.071E+03	-6.599E+02	-1.427E-13	 1.337E+02	 5.130E+01	-6.870E+03	 5.815E+02	 1.230E+04	 7.537E-01	-2.218E+00	 8.032E+06	-5.551E-13	 4.619E+07	 1.777E-11	-1.032E+08	 7.105E-11
    2.9900	 8.443E+00	 9.981E-03	 9.153E-02	 3.699E+00	-5.610E-01	 0.000E+00	 0.000E+00	 1.642E+02	 9.155E+00	 4.078E+03	 8.881E+02	 7.427E-02	-2.658E-02	 0.000E+00	 1.987E+02	 1.809E+03	 1.771E+02	-7.957E+01	 5.035E+02	 2.073E+03	 6.501E+03	-1.202E+01	 2.159E+03	 2.256E+02	 1.890E+02	 2.381E+01	-3.458E+03	 4.041E+03	-6.279E+02	 5.573E-14	 1.272E+02	 5.073E+01	-6.866E+03	 5.699E+02	 1.189E+04	 7.297E-01	-2.197E+00	 8.024E+06	-1.110E-12	 4.619E+07	 2.444E-11	-1.038E+08	 2.439E-11
    3.0000	 8.443E+00	 9.981E-03	 9.153E-02	 3.694E+00	-5.501E-01	 0.000E+00	 0.000E+00	 1.648E+02	 9.155E+00	 4.043E+03	 8.881E+02	 7.232E-02	-2.628E-02	 0.000E+00	 1.851E+02	 1.807E+03	 1.768E+02	-7.676E+01	 5.039E+02	 2.002E+03	 6.491E+03	 6.762E-01	 2.138E+03	 2.156E+02	 1.863E+02	 2.404E+01	-3.453E+03	 4.006E+03	-5.969E+02	 5.040E-14	 1.208E+02	 4.985E+01	-6.861E+03	 5.684E+02	 1.148E+04	 7.060E-01	-2.176E+00	 8.017E+06	-8.327E-13	 4.619E+07	 6.635E-12	-1.043E+08	-3.986E-11
    3.0100	 8.439E+00	 8.478E-03	 9.099E-02	 3.689E+00	-5.392E-01	 0.000E+00	 0.000E+00	 1.653E+02	 9.155E+00	 4.011E+03	 8.881E+02	 7.044E-02	-2.597E-02	 0.000E+00	 1.713E+02	 1.804E+03	 1.767E+02	-7.421E+01	 5.043E+02	 1.933E+03	 6.486E+03	-2.720E+00	 2.132E+03	 2.005E+02	 1.843E+02	 2.455E+01	-3.448E+03	 3.972E+03	-5.764E+02	 6.189E-14	 1.144E+02	 4.851E+01	-6.856E+03	 5.795E+02	 1.109E+04	 6.832E-01	-2.155E+00	 8.003E+06	 2.220E-12	 4.619E+07	-1.112E-11	-1.047E+08	 7.334E-11
    3.0200	 8.439E+00	 8.478E-03	 9.099E-02	 3.684E+00	-5.283E-01	 0.000E+00	 0.000E+00	 1.659E+02	 9.155E+00	 3.962E+03	 8.881E+02	 6.865E-02	-2.568E-02	 0.000E+00	 1.587E+02	 1.801E+03	 1.766E+02	-7.105E+01	 5.048E+02	 1.858E+03	 6.477E+03	 5.167E+00	 2.123E+03	 2.187E+02	 1.823E+02	 2.448E+01	-3.443E+03	 3.922E+03	-5.597E+02	 8.588E-14	 1.079E+02	 4.726E+01	-6.851E+03	 5.928E+02	 1.070E+04	 6.585E-01	-2.135E+00	 7.988E+06	 1.110E-12	 4.619E+07	-1.998E-11	-1.051E+08	 8.875E-11
    3.0300	 8.439E+00	 8.478E-03	 9.099E-02	 3.679E+00	-5.175E-01	 0.000E+00	 0.000E+00	 1.664E+02	 9.155E+00	 3.934E+03	 8.881E+02	 6.693E-02	-2.539E-02	 0.000E+00	 1.433E+02	 1.799E+03	 1.755E+02	-6.916E+01	 5.050E+02	 1.796E+03	 6.463E+03	-5.098E+00	 2.107E+03	 1.491E+02	 1.798E+02	 2.561E+01	-3.440E+03	 3.893E+03	-5.234E+02	 5.301E-14	 1.026E+02	 4.500E+01	-6.847E+03	 6.282E+02	 1.036E+04	 6.403E-01	-2.114E+00	 7.973E+06	 1.388E-12	 4.619E+07	 3.776E-11	-1.056E+08	 4.437E-11
